,tweet,language
2301,,hi
2302,live pm shri interaction ips probationers batch,en
2303,rt,hi
2304,,und
2305,rt ht,hi
2306,great day india congratulations badminton star tremendous win secured place semi final proud,en
2307,pm,en
2308,percent state population manipur taking benefit ayushman bharat schemes central government,en
2309,manipur state seen lakh new bank accounts opened jan dhan yojna lakh gas connections provided people ujjwala yojana,en
2310,govt narendra modi ji repeatedly emphasized create new assam investing rs crore highways,en
2311,northeast region india major focus development modi government govt mw tuirial hydropower project dedicated people mizoram third power surplus northeast,en
2312,pm,en
2313,pm shri launched slew initiatives st anniversary national education policy transform education india nishtha safal ndear netf measures set revolutionize indian education,en
2314,modi government empowering weaker sections society reservation assured obcs amp reservation ews aiq ug pg medical amp dental courses benefit students,en
2315,rt lovlina borgohain assures medal india enters welterweight semis,en
2316,rt must see spokesperson dear friend ripping apart lies congress spokesperson,en
2317,pm,en
2318,rt dear mary kom lost tokyo olympics one point always champion achieved n,en
2319,pm,en
2320,lakh students need sign language india today keeping mind first time sign language treated distinguished subject help divyangs country pm,en
2321,also developed tool translate engineering courses regional languages congratulate students starting education regional languages especially help poor needy dalits backward classes pm modi,en
2322,future oriented ai driven economy,hi
2323,welcomed congratulated smt ji former minister odisha state govt ranpur assembly constituency puri lok sabha nominated psc member indian railways,en
2324,india youth moving forward make mark every sector also revolutionizing indian start ecosystem also preparing india leadership industry giving new wings digital india pm,en
2325,crore hits diksha portals last one year shows effective even today gets nearly crore hits everyday pm,en
2326,youth ready bring transformation want wait anymore witnessed covid changed entire scenario students adapted situations quickly amp online education becoming order day pm,en
2327,,hi
2328,,hi
2329,pm shri address completion year transformative reforms national education policy,en
2330,immensely help thousands youth every year get better opportunities create new paradigm social justice country,en
2331,government taken landmark decision providing reservation obcs reservation economically weaker section india quota scheme undergraduate postgraduate medical dental courses current academic year,en
2332,indeed historic step towards empowering less privileged concept antyodaya envisioned founding father shri deen dayal ji furthered decision pm sh ji congratulations folded hands,en
2333,tiger important part nature food chain play important role maintaining balance nature primary duty protect greetings tiger lovers,en
2334,folded hands,hi
2335,warm birthday wishes sh ji may mahaprabhu jagannath ji bless long healthy life folded hands,en
2336,,hi
2337,incredible,en
2338,doremon video mobile,und
2339,pm,en
2340,rt,hi
2341,rt,hi
2342,pm,en
2343,pm,en
2344,wishing birthday may continue good health time come jai jagannath folded hands,en
2345,,hi
2346,rt phone weapon yet file complaint press conferences would anyone spy rahul gandhi,en
2347,rt pm modi calls meetings important issues congress boycotts rahul gandhi saying doctored motive,en
2348,rt opposition parties want one goal save families rahul amp priyanka want sett,en
2349,rt,hi
2350,rt,hi
2351,rt,hi
2352,rt,hi
2353,rt,hi
2354,rt,hi
2355,rt,hi
2356,rt,hi
2357,rt press byte dr bjp headquarters new delhi,en
2358,,hi
2359,,hi
2360,,hi
2361,,hi
2362,bjp national president shri launches national health volunteers campaign bjp hq,en
2363,corona third wave preparations backhand index pointing,und
2364,kerela model eid relaxation,et
2365,covid positive cases country comes kerala thanks eid relaxations expected narrative would always built around kumbh kawar yatra hmm kerala model,en
2366,,hi
2367,congratulations sh ji cm karnataka may leadership state karnataka move new heights development amp prosperity,en
2368,dholavira harappan city found rightful place unesco world heritage site indeed visit historic place glimpse rich indian history congratulations,en
2369,pm,en
2370,bench,hi
2371,rt,hi
2372,rt rahul,hi
2373,pm,en
2374,rt filled much joy felicitate pride nation city convention center imphal tod,en
2375,rt welcome home everyone state absolutely delighted back manipur achievem,en
2376,chhattisgarh bhupesh baghel proposes law acquire pvt college owned son law kin india news indian express,en
2377,salute jawans crpf indomitable courage valor bravery foundation day crpf,en
2378,folded hands,hi
2379,,hi
2380,,hi
2381,pm,en
2382,copy please folded hands,hi
2383,tractor actor,und
2384,rt vs,hi
2385,rt,hi
2386,pm,en
2387,pm,en
2388,pm,en
2389,,hi
2390,,hi
2391,,hi
2392,rt bjp national president shri addresses program bjp headquarters new delhi,en
2393,rt remember sacrifices remember valour today kargil vijay diwas pay homage lo,en
2394,indian troops hoist tricolour tiger hills capture,und
2395,,hi
2396,congratulations ji,en
2397,pm modi bodoland agreement done already delivered conditions agreement shri,en
2398,,hi
2399,bjp wants protect preserve assam language heritage organic culture bjp believes languages dialects cuisines traits india jewels need preserve shri,en
2400,,hi
2401,,hi
2402,hm shri inaugurates lays foundation various development projects guwahati assam,en
2403,rt congratulations emotional happy embrace proud manipuri fighter india one fr,en
2404,goa among small states done excellent job vaccination complete first dose till st july everyone st october second doses also completed shri,en
2405,according niti aayog reports goa growth per capita income human development index goa stands rd goa also jumped th th economic activities clear sign development governance pramod sawant ji shri,en
2406,,hi
2407,met mps mlas cabinet ministers goa office bearers spokespersons heads districts mandals general secretaries detailed discussions shri,en
2408,rt,or
2409,character collective sh,hi
2410,sh,hi
2411,vocal local support sh,hi
2412,sh,hi
2413,sh,hi
2414,sh,hi
2415,,hi
2416,,hi
2417,live pm shri,en
2418,,hi
2419,,hi
2420,,hi
2421,bjp national president shri plants sapling tapobhumi math goa,en
2422,,hi
2423,,hi
2424,friends tune today,en
2425,,hi
2426,rt good speak champion today,en
2427,rt behalf govt visited house amp shared blissful day wit family wit,en
2428,grand welcome bjp national president shri arrival dabolim airport goa,en
2429,rt congratulations winning silver medal kg women proud,en
2430,congratulations mirabai chanu clapping hands clapping hands congratulations india great show manipur clapping hands clapping hands,en
2431,silver mirabai great start star weightlifter clinches first silver india kg category,en
2432,rt india beats new zealand start olympics campaign style beat goal thril,en
2433,rt shooter advances finals men air pistol shooting finishing,en
2434,,hi
2435,folded hands,hi
2436,sh,hi
2437,sh,hi
2438,sh,hi
2439,sh,hi
2440,rt speaking ashadha purnima dhamma chakra day programme,en
2441,rt,hi
2442,,hi
2443,rt,hi
2444,rt around tomorrow th july sharing message ashadha purnima dhamma chakra day programme,en
2445,,hi
2446,,hi
2447,inaugurated addressed sharadha bali mandal meeting puri along national gs bjp shri ji amp mla puri shri jayanta sarangi,en
2448,folded hands,hi
2449,folded hands,hi
2450,folded hands,or
2451,attended district meeting khurda district presided national gs bjp sh ji along state bjp president sh ji amp mp smt ji,en
2452,attended booth meeting brahmagiri assembly segment puri loksabha constituency presided national gs sh ji along state president sh ji amp state gs org sh manas mohanty ji,en
2453,rt,hi
2454,,hi
2455,attending office bearers meeting along national gs sh ji along state president sh ji gs org sh manas mohanty ji amp general secretaries state bjp,en
2456,general secretay sh ji welcomed karyakartas khurda district odisha days trip odisha,en
2457,rt,hi
2458,rt,or
2459,birthday wishes senior bjp leader former cm maharastra sh ji may mahaprabhu jagannath ji bless long healthy life jay jagannath folded hands,en
2460,,hi
2461,national gs sh ji bhubaneshwar mahamantri prawas,hi
2462,rt drdo successfully flight tested new generation akash missile akash ng surface air missile integrated te,en
2463,rt,hi
2464,rt,hi
2465,rt,hi
2466,rt,hi
2467,rt,hi
2468,rt,hi
2469,rt,hi
2470,rt,hi
2471,rt live press conference dr bjp hq,en
2472,folded hands,or
2473,rt goi decided install psa plants major hospitals pan india psa plants installed already com,en
2474,rt national spokesperson bjp hits jaipur golden hospital rohini inc,en
2475,rt colleague shri ji made several important points rajya sabha speech today lucidly explains,en
2476,pm,en
2477,pm,en
2478,rt rudderless cong trying stall growth hm shri ji,en
